trait,gamma,gene,Start (MB),seed1,seed2,seed3,seed4,seed5
height,0.001,CFDP1,75.327849,2.943763666163335e-08,2.94204210993243e-08,2.9471249440859992e-08,2.9425872849486723e-08,2.9457953187872477e-08
height,0.1,GRM4,33.990597,6.076250613773482e-12,6.059153179194254e-12,6.079359238242432e-12,5.95523630408934e-12,6.051936729534191e-12
height,0.001,STK36,219.537552,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,RING1,33.176599,1.655589443316785e-09,1.5519185936341273e-09,1.8121203426701982e-09,1.935417159870667e-09,1.6807013558661765e-09
height,0.1,PKD1,2.139727,3.069988707693483e-12,3.136157999961142e-12,3.1394886690350177e-12,3.119948743801615e-12,3.1787905641067482e-12
height,0.001,SRRM2,2.806365,2.5686119897727622e-11,2.560707201837431e-11,2.5415669568928934e-11,2.5371926781758702e-11,2.543454336034756e-11
height,0.001,DLEU7,51.287352,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,KLHL29,23.785066,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,PACSIN1,34.494082,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.01,SLC7A6,68.308629,3.208736998328021e-08,3.4712324237240466e-08,3.3364713658556866e-08,3.4852477792668424e-08,3.475266807662081e-08
height,10.0,SPPL2A,50.999996,1.1402622254186312e-06,1.0911332857244105e-06,1.1147957528212515e-06,1.1459713462613763e-06,1.1583391319458514e-06
height,10.0,SLC35F5,114.475351,1.6615229262439968e-06,1.8051722570078255e-06,1.8568963537912708e-06,1.7765681992187865e-06,1.5764156702235965e-06
height,0.001,PIAS4,4.007758,6.299330057579766e-09,6.3131269101290854e-09,6.2048421956006905e-09,6.263852547760962e-09,6.263621510349537e-09
height,1.0,TMEM184A,1.586587,6.927797968181437e-06,7.435869719074617e-06,7.055430067626212e-06,7.666930074812228e-06,7.143210362103858e-06
height,0.001,FBXL2,33.319004,1.1241396558059336e-06,1.1231598455729852e-06,1.125261643641906e-06,1.1245993378761199e-06,1.1225999626551797e-06
height,1.0,FGFR3,1.795661,4.969084440253901e-06,5.7978487275622825e-06,4.877132724567801e-06,4.939803925685382e-06,5.7379915869848475e-06
height,0.001,UQCC,33.891737,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,PHF20,34.389444,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,ADAMTS19,128.796102,6.824925513626567e-09,6.719522827047797e-09,6.620858195027779e-09,6.79673584080831e-09,6.653395945299678e-09
height,0.001,SH3YL1,0.21881,6.445954880973659e-13,6.443734434924409e-13,6.423750420481156e-13,6.460387780293786e-13,6.417089082333405e-13
height,0.001,KDM4B,5.032901,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,ZFP91,58.346754,8.222774461330573e-09,7.288860515153317e-09,7.602972029729926e-09,7.622887432390257e-09,8.31390400968246e-09
height,0.001,PIEZO1,88.782012,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.01,C11orf49,46.958356,3.243716473200209e-08,3.3003433763667545e-08,3.287076766333996e-08,3.295402728475949e-08,3.21485000842614e-08
height,0.1,CMTM4,66.651179,6.097824456485768e-08,6.574697375416605e-08,7.9627146543082e-08,6.27964344968035e-08,5.4683784833642335e-08
height,0.001,LTBP1,33.172391,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,PAMR1,35.453903,3.6431615926257876e-06,3.624230005883078e-06,3.628904784891418e-06,3.5835818219531745e-06,3.614584123012854e-06
height,0.1,STK31,23.749904,5.5514945973555996e-09,5.340800246500521e-09,5.468093644545036e-09,5.502981625937764e-09,5.84070036779849e-09
height,0.001,FGF18,170.847203,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,E2F7,77.417794,9.370260123375829e-11,9.037237624909267e-11,9.37852018267904e-11,8.702760734280446e-11,9.044875959318688e-11
height,10.0,TMEM57,25.757589,8.844508757821501e-06,9.818296104580071e-06,1.0935431775438431e-05,9.927991690972249e-06,9.333090388974341e-06
height,0.1,VPS13C,62.146655,2.2015722578316854e-13,2.204902926905561e-13,2.3314683517128287e-13,2.227107387398064e-13,2.2393198406689407e-13
height,0.01,SLCO1C1,20.85251,5.226753474474322e-10,5.246283407700503e-10,5.20269383130767e-10,5.269760183779226e-10,5.152644977357568e-10
height,10.0,PHF2,96.339055,2.698296253100807e-09,2.6837868594142833e-09,2.707259083578606e-09,2.694492073906929e-09,2.6605639913412915e-09
height,0.1,STK4,43.595209,1.8212550567664465e-07,1.9483432778244492e-07,1.880733164760784e-07,1.8808031621020405e-07,1.8940993418148366e-07
height,1.0,ZSCAN2,85.147158,1.099120794378905e-14,1.6209256159527285e-14,1.1546319456101628e-14,1.6542323066914832e-14,1.199040866595169e-14
height,0.1,EGFL8,32.133942,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,PIGU,33.148669,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,NOP14,2.940557,1.696865356004551e-07,1.6512170941673787e-07,1.782814063044924e-07,1.7317950606887678e-07,1.6860789475714455e-07
height,1.0,XRRA1,74.554244,3.3402385302139237e-09,3.0516948967829194e-09,3.3880680483378e-09,3.241276580467911e-09,2.986238256674767e-09
height,10.0,HIVEP2,143.074243,7.327471962526033e-14,7.505107646466058e-14,7.593925488436071e-14,7.172040739078511e-14,7.638334409421077e-14
height,1.0,KIAA1530,1.341879,9.506067409015273e-06,9.82140774796747e-06,9.890955496083542e-06,8.975129654920089e-06,8.751423075104015e-06
height,0.001,DDX27,47.835892,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,ABCA3,2.326674,3.7571859053953105e-06,3.5750152349578457e-06,3.6837513142096157e-06,3.504818725241776e-06,3.699244855104311e-06
height,0.1,SMOC1,70.346395,5.5289106626332796e-14,5.517808432387028e-14,4.6407322429331543e-14,5.262457136723242e-14,5.639932965095795e-14
height,1.0,CTC1,8.131497,1.0262175353936698e-07,9.977649617631812e-08,1.0111672410495487e-07,1.001436671366207e-07,1.0296040209301083e-07
height,10.0,ABHD14A,52.009151,2.1660632332221041e-07,2.1346870249239203e-07,2.0771393405283334e-07,2.110011820821711e-07,2.1355640789089136e-07
height,0.1,NVL,224.415327,1.5585178601007499e-06,1.491312778822973e-06,1.531809225019387e-06,1.5199767180451573e-06,1.509250313946886e-06
height,10.0,CES4A,67.022675,4.815502660293625e-06,6.069334392622139e-06,5.153529079371388e-06,5.30706130497105e-06,5.7939294166864386e-06
height,0.001,CDC25A,48.200434,1.7373069670645336e-06,1.7484991803318195e-06,1.744589549046438e-06,1.735728424989702e-06,1.7467920393476888e-06
height,0.1,CTSZ,57.570703,5.678209138992862e-06,5.881506991989305e-06,4.573487467740556e-06,4.7504276773358e-06,5.3430402011667155e-06
height,0.1,TULP2,49.384267,1.662831428883571e-06,1.6124670090267301e-06,1.6206543491659176e-06,1.6190523164372195e-06,1.6963114265466928e-06
height,0.01,TBX10,67.399075,1.6793233470480118e-12,1.6615597786540093e-12,1.6848744621711376e-12,1.6651124923328098e-12,1.695088513997689e-12
height,0.001,AMZ1,2.740085,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,GSTP1,67.351314,8.95672921386037e-08,7.566946425008325e-08,8.09349425257011e-08,9.68335598372505e-08,8.27610704412507e-08
height,1.0,MAP3K2,128.065154,1.1451532557771316e-06,1.016632412254026e-06,1.3858153253831773e-06,1.1082200067624726e-06,1.189597510165008e-06
height,0.1,BNIPL,151.009201,2.7072344366274592e-11,2.8512525673818345e-11,2.922895259160896e-11,3.133249215636624e-11,2.6097901617561092e-11
height,0.001,PTPN1,49.127064,9.167555603539768e-12,8.89799345316078e-12,8.96949181594664e-12,9.08251251985348e-12,9.207301587821348e-12
height,1.0,GOSR1,28.804451,8.22675261247241e-13,7.711609129046337e-13,9.898748487557896e-13,7.178702077226262e-13,8.071321389024888e-13
height,10.0,INTS4,77.589994,1.8148408709173225e-07,1.8194596740350732e-07,1.825805091559829e-07,1.8325194217627683e-07,1.7727869183747913e-07
height,1.0,RPS6KA1,26.856411,4.8405723873656825e-14,6.517009154549669e-14,4.1744385725905886e-14,6.339373470609644e-14,4.518607710224387e-14
height,10.0,FOXK2,80.477764,1.1277592992797736e-07,1.1366692820313773e-07,1.1324699866754884e-07,1.1313535108747885e-07,1.1364888696796527e-07
height,0.001,FREM3,144.498763,2.878506144554649e-08,2.8777212390806994e-08,2.8730860690551197e-08,2.872825721755845e-08,2.8416613284676373e-08
height,0.001,KCNH6,61.600774,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,NUDT3,34.256529,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,HNF4G,76.452227,3.518282721604038e-06,3.4788060969681567e-06,3.5016680618449314e-06,3.510311346932582e-06,3.452144727633666e-06
height,1.0,CRY1,107.386564,3.623137345698524e-10,3.546458682279763e-10,3.395090875102369e-10,3.352825794777914e-10,3.5343661330955456e-10
height,1.0,SCARA3,27.491717,1.977464192393086e-09,1.6395445001649023e-09,2.040747015819022e-09,1.47586542986744e-09,2.0722367155556753e-09
height,10.0,NUCB2,17.31687,6.547220543495769e-10,5.057169127908878e-10,6.152812703774657e-10,6.936029528503695e-10,7.524287859439482e-10
height,10.0,ARID4B,235.331839,3.911362500552684e-08,3.9853701117031903e-08,3.897715705747373e-08,4.006838949521807e-08,3.923244074055532e-08
height,0.001,MAP3K3,61.700119,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,TRIM15,30.131461,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,IGF2BP1,47.075107,1.8527401834944612e-12,1.871391930308164e-12,1.744160371686121e-12,1.9025891973001308e-12,1.853517339611699e-12
height,10.0,CDK17,96.674019,3.5756894667393624e-07,3.2138687033889113e-07,3.173660846345072e-07,3.355025802731504e-07,3.70183035558469e-07
height,0.001,FAM160A1,152.487411,4.70624485382487e-07,4.700369242716107e-07,4.696966313666451e-07,4.69638955724605e-07,4.701985848454271e-07
height,1.0,COG8,69.364741,2.556288514199423e-12,2.64310795472511e-12,2.6856294965682537e-12,2.795319531401219e-12,2.6116886431282182e-12
height,0.1,LMF1,0.904531,1.2806755655958568e-11,1.2631451440370256e-11,1.2768452961609e-11,1.2926104631105773e-11,1.2908007995804383e-11
height,0.001,NPR3,32.710768,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,COL11A1,103.343574,4.947153797729698e-13,4.957145804951324e-13,4.852784840636559e-13,5.148104165186851e-13,5.091482790930968e-13
height,1.0,PNPLA1,36.238236,2.0420307333957055e-08,2.0253194565889032e-08,2.0581563786592483e-08,2.0792445099004908e-08,2.0249903975866346e-08
height,1.0,B9D2,41.860604,2.467537285610888e-11,2.5090374222713763e-11,2.825195632993882e-11,2.1050716725312668e-11,2.8404056884312467e-11
height,1.0,MRPL42,93.863061,1.3033205765733413e-06,1.1368251118248907e-06,1.1850586091322057e-06,1.270857721502594e-06,1.2637712917262789e-06
height,1.0,MCMBP,121.590985,2.5308533047052606e-11,2.261757447996615e-11,2.1498913760353844e-11,2.0781820708748455e-11,2.2998269955110118e-11
height,0.001,IL10RB,34.63877,2.9197710305073343e-07,2.9227539444232065e-07,2.919697608128047e-07,2.920577676368552e-07,2.9115108912680654e-07
height,0.1,FARP2,242.312522,1.9590629118937386e-10,1.9461521283403727e-10,1.9823220842596356e-10,1.939312044285657e-10,1.972203511613202e-10
height,0.001,ZNF318,43.304895,2.6473633951695774e-08,2.5978359685652208e-08,2.644390795225604e-08,2.5732476816031635e-08,2.6326790192321425e-08
height,10.0,CDC20B,54.410045,2.099336926519868e-09,2.092831796751682e-09,1.9882385737801656e-09,2.074016292041847e-09,2.147668709540085e-09
height,0.1,CRHR1,43.86191,2.650885444488438e-07,2.708662678596596e-07,2.5224534438983426e-07,2.8358343917567197e-07,2.6767349181611166e-07
height,0.001,ZNF341,32.319827,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,CIDEC,9.908817,8.244106818877661e-06,8.551879061902135e-06,8.482343625493272e-06,1.0251447141174097e-05,1.1746818586733099e-05
height,1.0,CACNA1H,1.203737,3.5916652887379996e-06,3.5826409918726654e-06,3.564164139602255e-06,3.578895053868436e-06,3.549850629558371e-06
height,1.0,KDM1A,23.346089,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,TTLL5,76.129492,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,NCOA1,24.881546,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,QSOX2,139.100573,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,C9orf170,89.763645,1.1872873384444205e-07,1.1825413892552206e-07,1.0450541476636488e-07,1.1538607458394523e-07,1.0284021767503759e-07
height,10.0,PDIA2,0.333169,5.728300047413981e-06,5.687653487518318e-06,5.3021427173227664e-06,5.3337092796867935e-06,5.886114992748048e-06
height,10.0,VPS4A,69.345414,3.444911023109398e-11,3.7614800163510154e-11,4.797084951491115e-11,4.405897868764441e-11,4.4497849849278737e-11
height,0.1,WHSC1,1.902381,7.476419483509744e-11,8.369294146604034e-11,7.390354994640802e-11,8.032097209564881e-11,7.806666424414743e-11
height,1.0,KIAA1267,44.108841,1.8074706131798735e-07,1.7852048894706485e-07,1.7382826189571432e-07,1.7669189433799914e-07,1.7658804196685196e-07
height,10.0,TERF2,69.3908,1.0900802482893823e-10,1.1076539685461739e-10,1.0998901789349702e-10,1.1275302913560381e-10,1.1255074650051711e-10
height,0.01,MRPL28,0.417674,3.1727880100973493e-08,3.2232025493073024e-08,3.126950831600084e-08,3.144220073192372e-08,3.2284002138283086e-08
height,1.0,LEMD3,65.563376,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.01,NR5A2,199.996975,1.3794632547359242e-08,1.3743383320274916e-08,1.3817796462589627e-08,1.3719351321661577e-08,1.3794962061552951e-08
height,0.01,DNAJA3,4.475882,1.1552805712078396e-08,1.1763032548017804e-08,1.1486939177629552e-08,1.1757627427222417e-08,1.1592488524669875e-08
height,0.1,DIP2B,50.898923,5.738593500392852e-08,5.738998976045906e-08,5.724666118922528e-08,5.7045133727839925e-08,5.758957977164414e-08
height,0.001,IGF2BP3,23.35198,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,APITD1-CORT,10.490574,3.1508387512424463e-06,3.0288147897516993e-06,3.5718199558054664e-06,3.4994016411271645e-06,2.987228627904237e-06
height,10.0,STAB1,52.529429,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.01,GPR98,89.854712,1.138705569836418e-06,1.1347056837474057e-06,1.1379773041664265e-06,1.1344144512648313e-06,1.1358203301226055e-06
height,0.1,AAK1,69.703,2.199368527744383e-06,2.1748174141578147e-06,2.221221395148909e-06,2.1781739241166775e-06,2.1628535489259804e-06
height,10.0,KY,134.32242,3.341771304121721e-14,5.4511950509095186e-14,4.04121180963557e-14,5.1958437552457326e-14,4.007905118896815e-14
height,10.0,ATP6V0D1,67.47243,2.789641850853286e-09,2.5991506724665214e-09,2.53577969733243e-09,2.5261093217210373e-09,2.4407007526150437e-09
height,0.01,AUTS2,69.064639,3.036549386936649e-06,3.039621815803528e-06,3.042578406886598e-06,3.0440208566018256e-06,3.0420334663494586e-06
height,10.0,MOG,29.624986,2.867739379297518e-10,2.999623882615765e-10,2.8146285302455e-10,2.7895719068027347e-10,2.7423519011193775e-10
height,10.0,CELF6,72.579605,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,GTF2H4,30.876813,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,IL17RC,9.958999,9.143740816508483e-06,9.36261743489375e-06,9.530252016443086e-06,9.133748537060171e-06,8.654247966699558e-06
height,0.01,MCL1,150.549839,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,OR10AD1,48.596121,4.461109348596892e-08,4.5168402573736444e-08,4.5197783959949334e-08,4.222739802273168e-08,4.427677513518802e-08
height,10.0,ZNF512,27.805979,2.7143824252728876e-06,2.6579896805767333e-06,2.785057914067579e-06,2.782246606547467e-06,2.7177328822958202e-06
height,10.0,BTN1A1,26.501514,8.696243725125896e-11,6.214906367318918e-11,6.886813341822062e-11,6.744338421071916e-11,6.332889768145833e-11
height,0.1,CALM2,47.387914,3.68163077801853e-08,3.780717861001648e-08,3.801772374689705e-08,4.111622953217875e-08,4.137001252679795e-08
height,1.0,PCGF5,92.982628,8.282263763703668e-14,1.0536016503692736e-13,7.016609515630989e-14,7.51620987671231e-14,9.447997939560082e-14
height,10.0,EIF4E2,233.415434,2.7200464103316335e-14,2.7644553313166398e-14,3.3084646133829665e-14,4.196643033083092e-14,3.341771304121721e-14
height,10.0,TMCC1,129.370323,1.988544096054312e-08,1.9129676731566292e-08,1.976227437250344e-08,1.965617291155297e-08,2.005795562975976e-08
height,0.001,ZNF346,176.449739,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,MTL5,68.475775,1.5543576203924658e-07,1.6409297065589357e-07,1.6464314012143433e-07,1.4699678962948326e-07,1.669499710699185e-07
height,0.1,CHD6,40.033232,9.686850210854914e-10,9.814257184714847e-10,9.672563860974037e-10,9.936549361100333e-10,9.779577148094631e-10
height,0.1,SLC6A13,0.330113,2.622872663504694e-08,2.758338757402612e-08,2.5522774116382152e-08,2.6653675044840952e-08,2.5846212503566335e-08
height,0.001,CSE1L,47.675,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,FRK,116.263576,4.811150366990091e-09,4.6999653058321655e-09,4.930620134402375e-09,4.480161575060038e-09,4.8362187587969174e-09
height,1.0,SPIN1,91.041454,4.1929452943012535e-06,3.9470918317130455e-06,4.117528725755548e-06,4.1673378542439465e-06,4.143868572725751e-06
height,0.01,FAM161B,74.400958,2.931674764949932e-06,2.878096737601865e-06,2.8143859385210135e-06,2.8126654779692117e-06,2.8250403225626997e-06
height,10.0,U2AF1L4,36.233498,6.472763568909912e-06,5.0870019795423715e-06,5.665008242394798e-06,6.2370451424653695e-06,6.371067532540131e-06
height,10.0,RFX6,117.198438,1.4727661312718965e-09,1.5213668103086775e-09,1.519588233023228e-09,1.5182803903002196e-09,1.3827372580266228e-09
height,10.0,XRCC6,42.018008,1.087062802662686e-06,1.140288650836041e-06,8.502106291219391e-07,1.0288681744352601e-06,1.0436443049766098e-06
height,1.0,POLA2,65.029763,3.1088030789661047e-06,2.8055032598173213e-06,2.8640828051429423e-06,2.6330721996092876e-06,2.8961339310074052e-06
height,1.0,MYO15A,18.022114,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,KLC1,104.120901,3.665430483912324e-06,3.6352216511437163e-06,3.662799257342364e-06,3.6605248494581133e-06,3.6164917271985786e-06
height,0.001,GPX6,28.472068,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,PDE8A,85.525393,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,SMCR8,18.219103,6.221619108792709e-09,6.8583422274670625e-09,6.8400098918175445e-09,7.509667887539706e-09,6.969420818236927e-09
height,0.1,DBNDD1,90.072742,5.1421285007791084e-09,5.0328231582241756e-09,4.347862292419791e-09,5.372108313750346e-09,4.376761175706179e-09
height,0.1,USP50,50.792965,5.012830198825036e-06,5.323878223273404e-06,5.337988125631021e-06,5.395404279795457e-06,5.270713114957637e-06
height,10.0,MAP2K6,67.411125,1.3047196656401638e-10,1.3063761183929046e-10,1.3127521292233268e-10,1.3105583285266675e-10,1.314031106147695e-10
height,0.001,NF1,29.422327,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,EDEM2,33.703235,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,FUBP3,133.455067,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,GPR78,8.582709,5.570398586840497e-10,4.825796429130946e-10,5.888055598646247e-10,6.121746443099596e-10,5.515703449532339e-10
height,0.1,PRDM11,45.117356,4.633666946696202e-06,4.430358840790127e-06,4.514157304735811e-06,4.1594570883152215e-06,4.1817887751482985e-06
height,10.0,SLC3A1,44.502674,3.284039706841213e-13,3.9046543776066756e-13,3.7903014060702844e-13,3.8391512191537913e-13,3.8324898810060404e-13
height,10.0,ITIH1,52.811631,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,UXS1,106.710481,3.204024934255756e-09,3.097221257242211e-09,3.529522452083711e-09,3.2290699003567624e-09,3.0856248667276986e-09
height,1.0,GPBP1L1,46.093927,4.85900208957446e-12,5.128120150743598e-12,5.311528994411674e-12,4.955369448111924e-12,4.905409412003792e-12
height,0.001,ZNFX1,47.863803,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,FGFR4,176.516603,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,TRIM63,26.378363,9.244827126053679e-13,9.992007221626409e-13,9.199307982044047e-13,9.449108162584707e-13,1.0271783423831948e-12
height,0.01,LRRC43,122.667691,7.807095858680668e-09,7.914361832561667e-09,7.865791573635761e-09,7.841216342896473e-09,7.899928156085423e-09
height,0.01,C1orf151,19.923539,5.572375634255167e-07,5.268010365711007e-07,5.354375729460514e-07,5.302014955965717e-07,5.536834595254447e-07
height,0.001,CUL9,43.152048,1.2815837072688296e-06,1.2792002512806988e-06,1.2804925115794674e-06,1.2769037869286848e-06,1.2764203891624248e-06
height,1.0,POU5F1,31.132377,3.1386004906153175e-13,3.028688411177427e-13,3.1175062531474396e-13,2.956523914576792e-13,3.042011087472929e-13
height,0.001,C10orf26,104.50381,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,JHDM1D,139.790893,1.6940785996233387e-08,1.6842424899188302e-08,1.6982209527505177e-08,1.7048828349075507e-08,1.7054163192753435e-08
height,0.001,FOXO1,41.133659,3.6767593836195545e-07,3.653293306760119e-07,3.640041719155107e-07,3.658553164864742e-07,3.6549971604848963e-07
height,0.1,WDR78,67.279812,2.074756491055041e-07,2.0096626918153504e-07,2.1306307318447182e-07,2.0795447230881337e-07,2.1031755126355023e-07
height,0.001,CEP250,34.050192,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,SPC25,169.72794,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,TXNDC15,134.210117,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,DYNLRB1,33.104263,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,ZC3H14,89.029477,7.088683872114032e-06,7.095923101441137e-06,7.106438641879542e-06,7.12615365516811e-06,7.095679336321936e-06
height,0.1,GABBR1,29.571319,4.602540570886049e-12,4.6109782658732e-12,4.6205261838849765e-12,4.582778601047721e-12,4.615308135669238e-12
height,0.001,CTCF,67.644735,3.6193270602780103e-14,3.6415315207705135e-14,3.4638958368304884e-14,3.441691376337985e-14,3.6193270602780103e-14
height,0.1,MAP6,75.298103,1.4350964860909698e-11,1.4620527011288686e-11,1.4040990592434355e-11,1.3269052523412483e-11,1.358313461707894e-11
height,0.001,REST,57.776804,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,MGAT4A,99.237893,8.936190859065718e-06,8.991538129388132e-06,8.965511954617256e-06,8.96033671959895e-06,8.934026388685012e-06
height,0.1,CTIF,46.145936,6.485582981774485e-08,6.494273163681896e-08,6.486531001215212e-08,6.457503809453868e-08,6.483777470478458e-08
height,10.0,TRIOBP,38.097372,1.4109845423160294e-06,1.4220741241244284e-06,1.3928928939144214e-06,1.3413114148264071e-06,1.4084145720794083e-06
height,0.1,FKBP6,72.742275,2.075914243726551e-06,2.242601174096137e-06,2.3798990365087036e-06,2.287785014321031e-06,2.3811202058965364e-06
height,10.0,MAP3K1,56.1114,2.7436486416121397e-09,2.7081190623334805e-09,2.7207633923609365e-09,2.70846123306967e-09,2.7256542578513177e-09
height,1.0,DDX4,55.034791,2.6711965972481266e-13,2.7711166694643907e-13,2.787770014833768e-13,2.9198865547641617e-13,2.7466917629226373e-13
height,10.0,TRPS1,116.42625,4.284905763540792e-12,4.316769164347534e-12,4.310996004619483e-12,4.302225242724944e-12,4.333422509716911e-12
height,10.0,MYBPC3,47.353421,1.4979463225373024e-09,1.4226697597763405e-09,1.6035344163611853e-09,1.5764156646724814e-09,1.6065080377103413e-09
height,10.0,ROR2,94.485943,2.2321660730906245e-07,2.2308660174719108e-07,2.2261629861741739e-07,2.2297347523903e-07,2.227423343548196e-07
height,0.001,RALGPS1,129.724568,1.7279379926904426e-08,1.7367712601412677e-08,1.7295818777185445e-08,1.7259774831579477e-08,1.727338871937434e-08
height,0.1,AMBRA1,46.418999,4.789035834562583e-11,4.6778136919556346e-11,4.9761972320538916e-11,4.9182435901684585e-11,4.894051830461876e-11
height,10.0,VILL,38.035163,2.2104540420286867e-13,2.4136248555350903e-13,3.5416114485542494e-13,3.61710661422876e-13,2.362554596402333e-13
height,0.01,HSD17B11,88.258427,1.8989346095565907e-07,1.9547828256083477e-07,1.9596329536852863e-07,1.962290554491375e-07,1.9158586228584795e-07
height,1.0,PEX1,92.11677,3.490541189421492e-13,3.0897506775318107e-13,3.674838211509268e-13,2.7755575615628914e-13,3.0819791163594346e-13
height,0.1,AXIN1,0.338121,1.7848231115280555e-07,1.8255676992318115e-07,1.8492036335526763e-07,1.7790918382942777e-07,1.8659554834599135e-07
height,0.001,ADAMTS6,64.447662,5.310063500019169e-11,5.315059503629982e-11,5.3098303531839974e-11,5.333122832240633e-11,5.3329118898659544e-11
height,0.01,PLEC,144.990344,1e-14,1e-14,1e-14,1e-14,1e-14
height,1.0,CHD8,21.853771,1.687538997430238e-14,1.4765966227514582e-14,2.1760371282653068e-14,2.1538326677728037e-14,2.4980018054066022e-14
height,1.0,TBX20,35.242041,2.6683776042091267e-06,2.69719805723323e-06,2.7295177151831496e-06,2.6076130592578295e-06,2.6898750005166505e-06
height,1.0,HACE1,105.177536,1.732887484617862e-07,1.7585604283887335e-07,1.6682096815046066e-07,1.6180944995003443e-07,1.736930916873547e-07
height,10.0,PGS1,76.374746,1.7892531416485724e-06,1.764485002997418e-06,1.7790016717533774e-06,1.776155285071468e-06,1.6754397780260888e-06
height,0.1,CHD1L,146.714353,2.767389459812364e-07,2.7157727744420157e-07,2.6745707037978406e-07,2.7420400516842136e-07,2.40977088727945e-07
height,1.0,DTL,212.209232,1e-14,1e-14,1e-14,1e-14,1e-14
height,10.0,TIRAP,126.160789,4.1694875168030165e-06,4.140475392544474e-06,4.23531617044226e-06,4.230252993009387e-06,4.189906217755279e-06
height,0.001,CCHCR1,31.110368,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.001,CATSPER3,134.303681,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.01,PRKG1,52.751138,9.260476829808795e-10,9.263421141270101e-10,9.25430176934583e-10,9.267675515900464e-10,9.262626221584469e-10
height,1.0,SPG7,89.574825,1.0307975251144796e-08,9.998529892918384e-09,1.0579162434964928e-08,1.0275053918817889e-08,1.0561649110840676e-08
height,10.0,SFRP4,37.94708,9.681369152803043e-06,9.994298101778654e-06,1.0144890093100045e-05,8.906742861025663e-06,9.215228444992007e-06
height,0.1,SCAMP2,75.137423,4.1851992960140194e-07,3.7126913410290285e-07,4.2932568722342523e-07,4.416954620944935e-07,3.8913305644427965e-07
height,0.001,ACBD4,43.213511,1e-14,1e-14,1e-14,1e-14,1e-14
height,0.1,ATP6V0A2,124.197112,2.6905562222623303e-09,3.003901904996553e-09,2.6838173905474605e-09,2.8379473215878193e-09,2.8244901972840353e-09
height,1.0,AFAP1,7.765491,1.269384784619021e-06,1.2798342094999526e-06,1.2658894452677316e-06,1.2698239403308165e-06,1.2752687139627739e-06
height,1.0,FANCD2,10.070341,7.80969733327197e-11,7.376421695681756e-11,7.76064768004403e-11,7.945588631486089e-11,8.992273592411948e-11
height,0.1,FRZB,183.699575,1.0782754467086875e-08,1.1969951030366133e-08,1.1235422148203611e-08,1.1528648369285577e-08,1.1159221435796951e-08
